证券代码,证券简称,辖区,证监会行业,申万行业,内部控制指数评级,内部控制指数评分,报告期
603816.SH,顾家家居,浙江辖区,"家具制造业 ",成品家居,BB,718.98,2022-12-31
600549.SH,厦门钨业,厦门辖区,有色金属冶炼和压延加工业,钨,BB,718.96,2022-12-31
300081.SZ,恒信东方,北京辖区,专业技术服务业,通信应用增值服务,BB,718.86,2022-12-31
000958.SZ,电投产融,河北辖区,其他金融业,其他多元金融,BB,718.75,2022-12-31
600800.SH,渤海化学,天津辖区,化学原料和化学制品制造业,其他石化,BB,718.73,2022-12-31
600644.SH,乐山电力,四川辖区,电力、热力生产和供应业,电能综合服务,BB,718.59,2022-12-31
300997.SZ,欢乐家,广东辖区,酒、饮料和精制茶制造业,软饮料,BB,718.45,2022-12-31
600348.SH,华阳股份,山西辖区,煤炭开采和洗选业,焦煤,BB,718.43,2022-12-31
000400.SZ,许继电气,河南辖区,"电气机械和器材制造业 ",电网自动化设备,BB,718.34,2022-12-31
300073.SZ,当升科技,北京辖区,"电气机械和器材制造业 ",电池化学品,BB,718.27,2022-12-31
600917.SH,重庆燃气,重庆辖区,"燃气生产和供应业  ",燃气Ⅲ,BB,718.18,2022-12-31
688819.SH,天能股份,浙江辖区,"电气机械和器材制造业 ",蓄电池及其他电池,BB,718.13,2022-12-31
300820.SZ,英杰电气,四川辖区,"电气机械和器材制造业 ",其他电源设备Ⅲ,BB,717.71,2022-12-31
603336.SH,宏辉果蔬,广东辖区,农副食品加工业,其他种植业,BB,717.55,2022-12-31
603085.SH,天成自控,浙江辖区,汽车制造业,车身附件及饰件,BB,717.53,2022-12-31
003033.SZ,征和工业,青岛辖区,通用设备制造业,摩托车,BB,717.51,2022-12-31
002400.SZ,省广集团,广东辖区,商务服务业,营销代理,BB,717.45,2022-12-31
002462.SZ,嘉事堂,北京辖区,批发业,医药流通,BB,717.39,2022-12-31
600105.SH,永鼎股份,江苏辖区,"电气机械和器材制造业 ",通信线缆及配套,BB,717.37,2022-12-31
600389.SH,江山股份,江苏辖区,化学原料和化学制品制造业,农药,BB,717.36,2022-12-31
601038.SH,一拖股份,河南辖区,专用设备制造业,农用机械,BB,717.33,2022-12-31
600362.SH,江西铜业,江西辖区,有色金属冶炼和压延加工业,铜,BB,717.3,2022-12-31
605158.SH,华达新材,浙江辖区,"金属制品业 ",其他金属新材料,BB,717.15,2022-12-31
002212.SZ,天融信,广东辖区,软件和信息技术服务业,横向通用软件,BB,717.09,2022-12-31
600817.SH,宇通重工,河南辖区,专用设备制造业,环保设备Ⅲ,BB,717.08,2022-12-31
600353.SH,旭光电子,四川辖区,计算机、通信和其他电子设备制造业,其他电子Ⅲ,BB,717.01,2022-12-31
300811.SZ,铂科新材,深圳辖区,计算机、通信和其他电子设备制造业,磁性材料,BB,716.93,2022-12-31
300962.SZ,中金辐照,深圳辖区,其他制造业,其他专业服务,BB,716.92,2022-12-31
603676.SH,卫信康,西藏辖区,"医药制造业 ",化学制剂,BB,716.92,2022-12-31
601900.SH,南方传媒,广东辖区,新闻和出版业,教育出版,BB,716.87,2022-12-31
002153.SZ,石基信息,北京辖区,软件和信息技术服务业,垂直应用软件,BB,716.74,2022-12-31
000913.SZ,钱江摩托,浙江辖区,铁路、船舶、航空航天和其他运输设备制造业,摩托车,BB,716.3,2022-12-31
000008.SZ,神州高铁,北京辖区,铁路、船舶、航空航天和其他运输设备制造业,轨交设备Ⅲ,BB,716.27,2022-12-31
003036.SZ,泰坦股份,浙江辖区,专用设备制造业,纺织服装设备,BB,716.25,2022-12-31
603113.SH,金能科技,山东辖区,"石油加工、炼焦和核燃料加工业 ",焦炭Ⅲ,BB,716.22,2022-12-31
003000.SZ,劲仔食品,湖南辖区,农副食品加工业,零食,BB,716.16,2022-12-31
601975.SH,招商南油,江苏辖区,水上运输业,航运,BB,716.08,2022-12-31
600098.SH,广州发展,广东辖区,电力、热力生产和供应业,火力发电,BB,715.81,2022-12-31
605580.SH,恒盛能源,浙江辖区,电力、热力生产和供应业,热力服务,BB,715.76,2022-12-31
688082.SH,盛美上海,上海辖区,专用设备制造业,半导体设备,BB,715.74,2022-12-31
300337.SZ,银邦股份,江苏辖区,有色金属冶炼和压延加工业,铝,BB,715.68,2022-12-31
300814.SZ,中富电路,深圳辖区,计算机、通信和其他电子设备制造业,印制电路板,BB,715.46,2022-12-31
300990.SZ,同飞股份,河北辖区,通用设备制造业,制冷空调设备,BB,715.42,2022-12-31
603659.SH,璞泰来,上海辖区,"电气机械和器材制造业 ",电池化学品,BB,715.42,2022-12-31
601969.SH,海南矿业,海南辖区,黑色金属矿采选业,铁矿石,BB,715.38,2022-12-31
002526.SZ,山东矿机,山东辖区,专用设备制造业,能源及重型设备,BB,715.36,2022-12-31
603188.SH,亚邦股份,江苏辖区,化学原料和化学制品制造业,纺织化学制品,BB,715.34,2022-12-31
300970.SZ,华绿生物,江苏辖区,农业,食用菌,BB,715.33,2022-12-31
301096.SZ,百诚医药,浙江辖区,研究和试验发展,医疗研发外包,BB,715.25,2022-12-31
300968.SZ,格林精密,广东辖区,计算机、通信和其他电子设备制造业,消费电子零部件及组装,BB,715.22,2022-12-31
601968.SH,宝钢包装,上海辖区,"金属制品业 ",金属包装,BB,715.2,2022-12-31
000563.SZ,陕国投Ａ,陕西辖区,其他金融业,信托,BB,715.13,2022-12-31
601766.SH,中国中车,北京辖区,铁路、船舶、航空航天和其他运输设备制造业,轨交设备Ⅲ,BB,715.12,2022-12-31
600048.SH,保利发展,广东辖区,房地产业,住宅开发,BB,714.97,2022-12-31
002498.SZ,汉缆股份,青岛辖区,"电气机械和器材制造业 ",线缆部件及其他,BB,714.96,2022-12-31
601001.SH,晋控煤业,山西辖区,煤炭开采和洗选业,动力煤,BB,714.94,2022-12-31
601717.SH,郑煤机,河南辖区,汽车制造业,能源及重型设备,BB,714.91,2022-12-31
600170.SH,上海建工,上海辖区,土木工程建筑业,房屋建设Ⅲ,BB,714.89,2022-12-31
603719.SH,良品铺子,湖北辖区,零售业,零食,BB,714.83,2022-12-31
688501.SH,青达环保,青岛辖区,专用设备制造业,环保设备Ⅲ,BB,714.8,2022-12-31
600869.SH,远东股份,青海辖区,"电气机械和器材制造业 ",线缆部件及其他,BB,714.74,2022-12-31
605033.SH,美邦股份,陕西辖区,化学原料和化学制品制造业,农药,BB,714.69,2022-12-31
000966.SZ,长源电力,湖北辖区,电力、热力生产和供应业,火力发电,BB,714.68,2022-12-31
300183.SZ,东软载波,青岛辖区,软件和信息技术服务业,其他通信设备,BB,714.63,2022-12-31
301069.SZ,凯盛新材,山东辖区,化学原料和化学制品制造业,其他化学原料,BB,714.63,2022-12-31
603501.SH,韦尔股份,上海辖区,计算机、通信和其他电子设备制造业,数字芯片设计,BB,714.62,2022-12-31
688075.SH,安旭生物,浙江辖区,"医药制造业 ",体外诊断,BB,714.62,2022-12-31
688786.SH,悦安新材,江西辖区,"金属制品业 ",磁性材料,BB,714.59,2022-12-31
300582.SZ,英飞特,浙江辖区,计算机、通信和其他电子设备制造业,LED,BB,714.58,2022-12-31
603568.SH,伟明环保,浙江辖区,生态保护和环境治理业,固废治理,BB,714.58,2022-12-31
000948.SZ,南天信息,云南辖区,软件和信息技术服务业,垂直应用软件,BB,714.47,2022-12-31
600997.SH,开滦股份,河北辖区,"石油加工、炼焦和核燃料加工业 ",焦煤,BB,714.47,2022-12-31
600750.SH,江中药业,江西辖区,"医药制造业 ",中药Ⅲ,BB,714.45,2022-12-31
300439.SZ,美康生物,宁波辖区,"医药制造业 ",体外诊断,BB,714.19,2022-12-31
601019.SH,山东出版,山东辖区,新闻和出版业,教育出版,BB,714.14,2022-12-31
002606.SZ,大连电瓷,大连辖区,"电气机械和器材制造业 ",线缆部件及其他,BB,714.12,2022-12-31
688117.SH,圣诺生物,四川辖区,"医药制造业 ",化学制剂,BB,714.1,2022-12-31
688210.SH,统联精密,深圳辖区,计算机、通信和其他电子设备制造业,消费电子零部件及组装,BB,714.06,2022-12-31
688113.SH,联测科技,江苏辖区,专用设备制造业,其他专用设备,BB,714.02,2022-12-31
600711.SH,盛屯矿业,厦门辖区,有色金属矿采选业,钴,BB,714.01,2022-12-31
603309.SH,维力医疗,广东辖区,专用设备制造业,医疗耗材,BB,713.87,2022-12-31
301059.SZ,金三江,广东辖区,化学原料和化学制品制造业,其他化学制品,BB,713.85,2022-12-31
002003.SZ,伟星股份,浙江辖区,纺织服装、服饰业,辅料,BB,713.82,2022-12-31
603008.SH,喜临门,浙江辖区,"家具制造业 ",成品家居,BB,713.78,2022-12-31
600496.SH,精工钢构,安徽辖区,"金属制品业 ",钢结构,BB,713.65,2022-12-31
688776.SH,国光电气,四川辖区,计算机、通信和其他电子设备制造业,军工电子Ⅲ,BB,713.55,2022-12-31
300963.SZ,中洲特材,上海辖区,有色金属冶炼和压延加工业,其他金属新材料,BB,713.37,2022-12-31
605133.SH,嵘泰股份,江苏辖区,汽车制造业,底盘与发动机系统,BB,713.33,2022-12-31
601677.SH,明泰铝业,河南辖区,有色金属冶炼和压延加工业,铝,BB,713.29,2022-12-31
600026.SH,中远海能,上海辖区,水上运输业,航运,BB,713.18,2022-12-31
002790.SZ,瑞尔特,厦门辖区,橡胶和塑料制品业,卫浴制品,BB,712.95,2022-12-31
603859.SH,能科科技,北京辖区,专业技术服务业,IT服务Ⅲ,BB,712.93,2022-12-31
603787.SH,新日股份,江苏辖区,铁路、船舶、航空航天和其他运输设备制造业,摩托车,BB,712.84,2022-12-31
600148.SH,长春一东,吉林辖区,汽车制造业,底盘与发动机系统,BB,712.69,2022-12-31
002697.SZ,红旗连锁,四川辖区,零售业,超市,BB,712.68,2022-12-31
300861.SZ,美畅股份,陕西辖区,非金属矿物制品业,磨具磨料,BB,712.65,2022-12-31
603988.SH,中电电机,江苏辖区,"电气机械和器材制造业 ",电机Ⅲ,BB,712.53,2022-12-31
000505.SZ,京粮控股,海南辖区,农副食品加工业,粮油加工,BB,712.44,2022-12-31
000503.SZ,国新健康,青岛辖区,互联网和相关服务,垂直应用软件,BB,712.42,2022-12-31
600809.SH,山西汾酒,山西辖区,酒、饮料和精制茶制造业,白酒Ⅲ,BB,712.36,2022-12-31
688015.SH,交控科技,北京辖区,铁路、船舶、航空航天和其他运输设备制造业,轨交设备Ⅲ,BB,712.31,2022-12-31
600482.SH,中国动力,河北辖区,铁路、船舶、航空航天和其他运输设备制造业,其他电源设备Ⅲ,BB,712.21,2022-12-31
603786.SH,科博达,上海辖区,汽车制造业,汽车电子电气系统,BB,712.15,2022-12-31
603565.SH,中谷物流,上海辖区,水上运输业,航运,BB,711.95,2022-12-31
600629.SH,华建集团,上海辖区,专业技术服务业,工程咨询服务Ⅲ,BB,711.88,2022-12-31
002080.SZ,中材科技,江苏辖区,非金属矿物制品业,玻纤制造,BB,711.84,2022-12-31
600782.SH,新钢股份,江西辖区,"黑色金属冶炼和压延加工业 ",板材,BB,711.71,2022-12-31
601328.SH,交通银行,上海辖区,货币金融服务,国有大型银行Ⅲ,BB,711.69,2022-12-31
603499.SH,翔港科技,上海辖区,印刷和记录媒介复制业,纸包装,BB,711.58,2022-12-31
002363.SZ,隆基机械,山东辖区,汽车制造业,底盘与发动机系统,BB,711.56,2022-12-31
603585.SH,苏利股份,江苏辖区,化学原料和化学制品制造业,农药,BB,711.51,2022-12-31
300481.SZ,濮阳惠成,河南辖区,化学原料和化学制品制造业,电子化学品Ⅲ,BB,711.42,2022-12-31
605388.SH,均瑶健康,湖北辖区,酒、饮料和精制茶制造业,乳品,BB,711.39,2022-12-31
600790.SH,轻纺城,浙江辖区,商务服务业,商业物业经营,BB,711.38,2022-12-31
002459.SZ,晶澳科技,河北辖区,"电气机械和器材制造业 ",光伏电池组件,BB,711.32,2022-12-31
002292.SZ,奥飞娱乐,广东辖区,文教、工美、体育和娱乐用品制造业,影视动漫制作,BB,711.21,2022-12-31
600867.SH,通化东宝,吉林辖区,"医药制造业 ",其他生物制品,BB,711.21,2022-12-31
600470.SH,六国化工,安徽辖区,化学原料和化学制品制造业,磷肥及磷化工,BB,711.2,2022-12-31
603618.SH,杭电股份,浙江辖区,"电气机械和器材制造业 ",线缆部件及其他,BB,711.18,2022-12-31
600284.SH,浦东建设,上海辖区,土木工程建筑业,基建市政工程,BB,711.12,2022-12-31
600125.SH,铁龙物流,大连辖区,铁路运输业,铁路运输,BB,711.11,2022-12-31
300881.SZ,盛德鑫泰,江苏辖区,"金属制品业 ",特钢Ⅲ,BB,710.98,2022-12-31
002128.SZ,电投能源,内蒙古辖区,煤炭开采和洗选业,动力煤,BB,710.96,2022-12-31
000001.SZ,平安银行,深圳辖区,货币金融服务,股份制银行Ⅲ,BB,710.84,2022-12-31
000551.SZ,创元科技,江苏辖区,综合,环保设备Ⅲ,BB,710.8,2022-12-31
000709.SZ,河钢股份,河北辖区,"黑色金属冶炼和压延加工业 ",板材,BB,710.65,2022-12-31
600479.SH,千金药业,湖南辖区,"医药制造业 ",中药Ⅲ,BB,710.58,2022-12-31
300888.SZ,稳健医疗,深圳辖区,纺织业,生活用纸,BB,710.55,2022-12-31
600650.SH,锦江在线,上海辖区,道路运输业,公交,BB,710.47,2022-12-31
000708.SZ,中信特钢,湖北辖区,"黑色金属冶炼和压延加工业 ",特钢Ⅲ,BB,710.46,2022-12-31
688779.SH,长远锂科,湖南辖区,"电气机械和器材制造业 ",电池化学品,BB,710.39,2022-12-31
300880.SZ,迦南智能,宁波辖区,仪器仪表制造业,电工仪器仪表,BB,710.24,2022-12-31
600366.SH,宁波韵升,宁波辖区,非金属矿物制品业,磁性材料,BB,710.21,2022-12-31
600883.SH,博闻科技,云南辖区,非金属矿物制品业,食用菌,BB,710.14,2022-12-31
603556.SH,海兴电力,浙江辖区,仪器仪表制造业,电工仪器仪表,BB,710.13,2022-12-31
300730.SZ,科创信息,湖南辖区,软件和信息技术服务业,垂直应用软件,BB,710.1,2022-12-31
002063.SZ,远光软件,广东辖区,软件和信息技术服务业,垂直应用软件,BB,710.09,2022-12-31
688009.SH,中国通号,北京辖区,铁路、船舶、航空航天和其他运输设备制造业,轨交设备Ⅲ,BB,710.03,2022-12-31
603806.SH,福斯特,浙江辖区,橡胶和塑料制品业,光伏辅材,BB,710.02,2022-12-31
000927.SZ,中国铁物,天津辖区,批发业,轨交设备Ⅲ,BB,710.01,2022-12-31
600528.SH,中铁工业,北京辖区,专用设备制造业,轨交设备Ⅲ,BB,709.99,2022-12-31
002831.SZ,裕同科技,深圳辖区,"造纸和纸制品业 ",纸包装,BB,709.92,2022-12-31
002999.SZ,天禾股份,广东辖区,零售业,复合肥,BB,709.88,2022-12-31
603421.SH,鼎信通讯,青岛辖区,软件和信息技术服务业,通信网络设备及器件,BB,709.87,2022-12-31
002115.SZ,三维通信,浙江辖区,商务服务业,通信工程及服务,BB,709.71,2022-12-31
002384.SZ,东山精密,江苏辖区,计算机、通信和其他电子设备制造业,印制电路板,BB,709.7,2022-12-31
002101.SZ,广东鸿图,广东辖区,汽车制造业,其他汽车零部件,BB,709.66,2022-12-31
002761.SZ,浙江建投,浙江辖区,土木工程建筑业,房屋建设Ⅲ,BB,709.57,2022-12-31
002996.SZ,顺博合金,重庆辖区,"废弃资源综合利用业  ",铝,BB,709.54,2022-12-31
600210.SH,紫江企业,上海辖区,橡胶和塑料制品业,塑料包装,BB,709.54,2022-12-31
601139.SH,深圳燃气,深圳辖区,"燃气生产和供应业  ",燃气Ⅲ,BB,709.46,2022-12-31
002223.SZ,鱼跃医疗,江苏辖区,专用设备制造业,医疗设备,BB,709.36,2022-12-31
300545.SZ,联得装备,深圳辖区,专用设备制造业,面板,BB,709.35,2022-12-31
300684.SZ,中石科技,北京辖区,化学原料和化学制品制造业,电子化学品Ⅲ,BB,709.35,2022-12-31
000936.SZ,华西股份,江苏辖区,化学纤维制造业,涤纶,BB,709.26,2022-12-31
688617.SH,惠泰医疗,深圳辖区,专用设备制造业,医疗耗材,BB,709.13,2022-12-31
600529.SH,山东药玻,山东辖区,非金属矿物制品业,医疗耗材,BB,709.04,2022-12-31
301029.SZ,怡合达,广东辖区,通用设备制造业,其他自动化设备,BB,708.95,2022-12-31
603100.SH,川仪股份,重庆辖区,仪器仪表制造业,仪器仪表,BB,708.95,2022-12-31
600889.SH,南京化纤,江苏辖区,化学纤维制造业,粘胶,BB,708.92,2022-12-31
601006.SH,大秦铁路,山西辖区,铁路运输业,铁路运输,BB,708.86,2022-12-31
002943.SZ,宇晶股份,湖南辖区,通用设备制造业,机床工具,BB,708.77,2022-12-31
000852.SZ,石化机械,湖北辖区,专用设备制造业,能源及重型设备,BB,708.65,2022-12-31
688032.SH,禾迈股份,浙江辖区,"电气机械和器材制造业 ",逆变器,BB,708.6,2022-12-31
603069.SH,海汽集团,海南辖区,道路运输业,公交,BB,708.45,2022-12-31
600206.SH,有研新材,北京辖区,有色金属冶炼和压延加工业,半导体材料,BB,708.44,2022-12-31
688561.SH,奇安信,北京辖区,软件和信息技术服务业,横向通用软件,BB,708.4,2022-12-31
688676.SH,金盘科技,海南辖区,"电气机械和器材制造业 ",输变电设备,BB,708.2,2022-12-31
300115.SZ,长盈精密,深圳辖区,计算机、通信和其他电子设备制造业,消费电子零部件及组装,BB,708.06,2022-12-31
603898.SH,好莱客,广东辖区,"家具制造业 ",定制家居,BB,707.96,2022-12-31
603228.SH,景旺电子,深圳辖区,计算机、通信和其他电子设备制造业,印制电路板,BB,707.92,2022-12-31
600195.SH,中牧股份,北京辖区,"医药制造业 ",动物保健Ⅲ,BB,707.87,2022-12-31
688003.SH,天准科技,江苏辖区,专用设备制造业,其他自动化设备,BB,707.82,2022-12-31
300066.SZ,三川智慧,江西辖区,仪器仪表制造业,仪器仪表,BB,707.81,2022-12-31
600513.SH,联环药业,江苏辖区,"医药制造业 ",化学制剂,BB,707.8,2022-12-31
002010.SZ,传化智联,浙江辖区,商务服务业,公路货运,BB,707.64,2022-12-31
300554.SZ,三超新材,江苏辖区,非金属矿物制品业,磨具磨料,BB,707.63,2022-12-31
000661.SZ,长春高新,吉林辖区,"医药制造业 ",其他生物制品,BB,707.54,2022-12-31
002919.SZ,名臣健康,广东辖区,化学原料和化学制品制造业,洗护用品,BB,707.38,2022-12-31
300058.SZ,蓝色光标,北京辖区,商务服务业,营销代理,BB,707.36,2022-12-31
300308.SZ,中际旭创,山东辖区,计算机、通信和其他电子设备制造业,通信网络设备及器件,BB,707.3,2022-12-31
603208.SH,江山欧派,浙江辖区,"家具制造业 ",定制家居,BB,707.3,2022-12-31
300328.SZ,宜安科技,广东辖区,"金属制品业 ",铝,BB,707.29,2022-12-31
002340.SZ,格林美,深圳辖区,"废弃资源综合利用业  ",电池化学品,BB,707.28,2022-12-31
